timestamp,origin,destination,distance_m,duration_s
2026-05-15 11:43:07.138644,District 1,District 3,3560.6,309.5
2026-05-15 11:43:08.962151,Tan Son Nhat Airport,Suoi Tien,23381.9,1450.3
2026-05-15 11:43:10.796820,District 3,Ben Thanh Market,2945,249.1
2026-05-15 11:43:12.645932,Thu Thiem Tunnel,Linh Trung,16733.2,1112.5
2026-05-15 11:43:14.461937,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-15 11:43:16.340958,Ben Thanh Market,District 3,3107.9,266.3
2026-05-15 11:43:18.179122,Suoi Tien,District 5,25792.2,1499.8
2026-05-15 11:43:20.017223,Linh Trung,Thu Thiem Tunnel,21447.9,1351.4
2026-05-15 11:43:21.869017,Thu Thiem Tunnel,Suoi Tien,16089.3,957.6
2026-05-15 11:43:23.693146,Thu Thiem Tunnel,Hang Xanh,5777.9,453.5
2026-05-15 11:43:25.542944,Thu Duc,VNU HCM,8960.1,700.2
2026-05-15 11:43:27.381818,Linh Trung,District 5,23554.3,1407.3
2026-05-15 11:43:29.218088,High Tech Park,District 5,23360.5,1503.2
2026-05-15 11:43:31.059298,District 5,District 3,4436.2,365.6
2026-05-15 11:43:32.855436,Tan Son Nhat Airport,Saigon Bridge,10073.7,815.6
2026-05-15 11:43:34.681786,Pham Van Dong,Eastern Bus Station,3860,264.4
2026-05-15 11:43:36.486236,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-15 11:43:38.329605,Binh Thanh,District 5,9381.1,616.1
2026-05-15 11:43:40.171906,Landmark 81,Saigon Bridge,1412,149
2026-05-15 11:43:41.974436,Linh Trung,Binh Thanh,14191.6,797.1
2026-05-15 11:43:43.844971,Suoi Tien,Thu Thiem Tunnel,19359.3,1305.2
2026-05-15 11:43:46.406214,Saigon Bridge,Linh Trung,14370.7,979.3
2026-05-15 11:43:48.259242,Linh Trung,Eastern Bus Station,12558.8,698.2
2026-05-15 11:43:50.103183,Saigon Bridge,District 1,5022.5,392.7
2026-05-15 11:43:51.912482,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-15 11:43:53.735515,VNU HCM,District 5,24713.5,1643.5
2026-05-15 11:43:55.580050,District 5,Binh Thanh,10100.7,703.3
2026-05-15 11:43:57.419834,Tan Son Nhat Airport,District 5,8273.4,683.5
2026-05-15 11:43:59.220200,Pham Van Dong,District 5,12532.1,864.3
2026-05-15 11:44:01.040320,Binh Thanh,District 5,9381.1,616.1
2026-05-15 11:44:02.912942,Tan Son Nhat Airport,Saigon Bridge,10073.7,815.6
2026-05-15 11:44:04.721873,Saigon Bridge,District 3,6374.8,490.8
2026-05-15 11:44:06.581104,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-15 11:44:08.401982,High Tech Park,Thu Thiem Tunnel,19671.4,1280.7
2026-05-15 11:44:10.274197,Binh Thanh,Linh Trung,16836.3,956.5
2026-05-15 11:44:12.092248,District 1,Thu Thiem Tunnel,2497.7,222.2
2026-05-15 11:44:13.909183,District 1,Landmark 81,4579.7,422.4
2026-05-15 11:44:15.711981,Pham Van Dong,District 5,12532.1,864.3
2026-05-15 11:44:17.545254,District 1,Saigon Bridge,5010.8,397.6
2026-05-15 11:44:19.396134,High Tech Park,Saigon Bridge,14451.5,887
2026-05-15 11:44:21.208657,District 1,VNU HCM,19848.6,1339.5
2026-05-15 11:44:23.047355,District 3,Saigon Bridge,6423.7,467.7
2026-05-15 11:44:24.933196,Thu Duc,VNU HCM,8960.1,700.2
2026-05-15 11:44:26.739646,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-15 11:44:28.573351,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-15 11:44:30.404436,Suoi Tien,Pham Van Dong,15488.9,866.1
2026-05-15 11:44:32.238033,District 1,Ben Thanh Market,770.5,85.5
2026-05-15 11:44:34.043976,Suoi Tien,VNU HCM,3163.8,311.9
2026-05-15 11:44:35.864624,Ben Thanh Market,VNU HCM,21104.5,1394.7
2026-05-15 11:44:37.697574,Ben Thanh Market,Hang Xanh,4855.2,378.2
2026-05-15 11:44:39.518453,Linh Trung,Ben Thanh Market,19720.8,1214.7
2026-05-15 11:44:41.355409,Saigon Bridge,Hang Xanh,1660,147.4
2026-05-15 11:44:43.157212,Pham Van Dong,Hang Xanh,5327.8,385.9
2026-05-15 11:44:44.962054,Landmark 81,Eastern Bus Station,5571.9,422.5
2026-05-15 11:44:46.825161,Ben Thanh Market,Eastern Bus Station,7355.2,504.3
2026-05-15 11:44:48.659174,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-15 11:44:50.492346,Ben Thanh Market,Eastern Bus Station,7355.2,504.3
2026-05-15 11:44:52.387123,District 5,Saigon Bridge,9130.6,671.7
2026-05-15 11:44:54.204012,Tan Son Nhat Airport,Suoi Tien,23381.9,1450.3
2026-05-15 11:44:56.010120,Binh Thanh,District 1,4851.6,361.7
2026-05-15 11:44:57.818189,District 5,High Tech Park,22547.7,1479.1
2026-05-15 11:44:59.650019,District 3,Linh Trung,20560.3,1226.4
2026-05-15 11:45:01.465999,Ben Thanh Market,Thu Thiem Tunnel,2691.8,249.3
2026-05-15 11:45:03.283197,VNU HCM,Hang Xanh,16884,1116.7
2026-05-15 11:45:05.119318,Tan Son Nhat Airport,Ben Thanh Market,8221,740.5
2026-05-15 11:45:06.962288,Binh Thanh,District 3,6266.5,432.7
2026-05-15 11:45:08.788758,Thu Duc,Saigon Bridge,10364.1,706.7
2026-05-15 11:45:10.634224,District 3,VNU HCM,21233.4,1391.3
2026-05-15 11:45:12.462333,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-15 11:45:14.314208,High Tech Park,Suoi Tien,5018.7,354.5
2026-05-15 11:45:16.162332,VNU HCM,Suoi Tien,5565.7,465.8
2026-05-15 11:45:18.310357,Tan Son Nhat Airport,Ben Thanh Market,8221,740.5
2026-05-15 11:45:20.153404,Saigon Bridge,Landmark 81,1078.4,138.2
2026-05-15 11:45:21.975316,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-15 11:45:23.890567,High Tech Park,District 5,23360.5,1503.2
2026-05-15 11:45:25.742069,Hang Xanh,District 1,4749.1,413.4
2026-05-15 11:45:27.611959,Pham Van Dong,Tan Son Nhat Airport,9751,723.3
2026-05-15 11:45:29.462282,Eastern Bus Station,Thu Duc,6730.8,425.5
2026-05-15 11:45:31.320585,Tan Son Nhat Airport,Pham Van Dong,9639.5,793.8
2026-05-15 11:45:33.321963,District 1,Binh Thanh,6507.8,455.3
2026-05-15 11:45:35.150985,District 5,Binh Thanh,10100.7,703.3
2026-05-15 11:45:36.977264,Landmark 81,Thu Thiem Tunnel,6918.9,616
2026-05-15 11:45:38.861955,Thu Thiem Tunnel,District 3,6758.6,536.3
2026-05-15 11:45:40.759270,District 1,Linh Trung,19674.3,1182.4
2026-05-15 11:45:42.592121,Landmark 81,Linh Trung,14165.6,1016.3
2026-05-15 11:45:44.444464,Pham Van Dong,Landmark 81,7031.6,548.7
2026-05-15 11:45:46.280779,High Tech Park,District 3,20245.9,1319.8
2026-05-15 11:45:48.102090,Linh Trung,District 5,23554.3,1407.3
2026-05-15 11:45:49.958379,District 1,Linh Trung,19674.3,1182.4
2026-05-15 11:45:51.745174,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-15 11:45:53.571837,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-15 11:45:55.382236,Saigon Bridge,Pham Van Dong,4852,348.9
2026-05-15 11:45:57.215008,Thu Duc,Binh Thanh,8275.4,518.6
2026-05-15 11:45:59.035532,Linh Trung,Ben Thanh Market,19720.8,1214.7
2026-05-15 11:46:00.884878,Pham Van Dong,Landmark 81,7031.6,548.7
2026-05-15 11:46:02.734117,Saigon Bridge,District 1,5022.5,392.7
2026-05-15 11:46:04.579995,Thu Thiem Tunnel,VNU HCM,18817.3,1187.1
2026-05-15 11:46:06.409092,Eastern Bus Station,Pham Van Dong,2003,154.8
2026-05-15 11:46:08.235467,Ben Thanh Market,Suoi Tien,18376.6,1165.2
2026-05-15 11:46:10.065607,Pham Van Dong,Suoi Tien,10568.3,760.2
2026-05-15 11:46:11.912027,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-15 11:46:13.743131,Pham Van Dong,Suoi Tien,10568.3,760.2
2026-05-15 11:46:15.601010,High Tech Park,Saigon Bridge,14451.5,887
2026-05-15 11:46:17.456175,District 1,Landmark 81,4579.7,422.4
2026-05-15 11:46:19.277207,Thu Duc,VNU HCM,8960.1,700.2
2026-05-15 11:46:21.062213,Binh Thanh,Thu Thiem Tunnel,7274.8,560.2
2026-05-15 11:46:22.899357,Thu Duc,Thu Thiem Tunnel,15531.8,1072.9
2026-05-15 11:46:24.748255,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-15 11:46:26.575670,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-15 11:46:28.393509,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-15 11:46:30.252035,Suoi Tien,Landmark 81,14690.4,985.9
2026-05-15 11:46:32.126498,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-15 11:46:33.919323,VNU HCM,Thu Thiem Tunnel,21024.4,1421
2026-05-15 11:46:35.724361,Landmark 81,Saigon Bridge,1412,149
2026-05-15 11:46:37.576778,District 5,Thu Duc,15610.9,1051
2026-05-15 11:46:39.455551,Saigon Bridge,District 1,5022.5,392.7
2026-05-15 11:46:41.292290,Binh Thanh,Eastern Bus Station,3760,231
2026-05-15 11:46:43.116564,Hang Xanh,Tan Son Nhat Airport,7975.1,672.6
2026-05-15 11:46:44.929536,Thu Duc,Landmark 81,11220.8,780.4
2026-05-15 11:46:46.762273,VNU HCM,Saigon Bridge,15804.4,1027.3
2026-05-15 11:46:48.605162,Ben Thanh Market,Pham Van Dong,8047.3,579.7
2026-05-15 11:46:50.421065,Eastern Bus Station,Hang Xanh,4185.3,277.3
2026-05-15 11:46:52.243319,Saigon Bridge,District 3,6374.8,490.8
2026-05-15 11:46:54.086796,Thu Duc,Pham Van Dong,4964.4,378.4
2026-05-15 11:46:55.900931,Saigon Bridge,Binh Thanh,4069.6,271.9
2026-05-15 11:46:57.727435,District 5,Eastern Bus Station,10191,704.9
2026-05-15 11:46:59.553478,Binh Thanh,Eastern Bus Station,3760,231
2026-05-15 11:47:01.362244,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-15 11:47:03.192575,Thu Duc,District 5,16721.3,1096
2026-05-15 11:47:05.043233,Hang Xanh,Ben Thanh Market,5445.2,475.2
2026-05-15 11:47:06.867463,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-15 11:47:08.719826,District 1,Ben Thanh Market,770.5,85.5
2026-05-15 11:47:10.593294,District 3,Suoi Tien,18505.4,1161.8
2026-05-15 11:47:12.425738,Ben Thanh Market,Thu Thiem Tunnel,2691.8,249.3
2026-05-15 11:47:14.262324,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-15 11:47:16.077750,District 1,Saigon Bridge,5010.8,397.6
2026-05-15 11:47:17.887382,District 5,Eastern Bus Station,10191,704.9
2026-05-15 11:47:19.734108,District 5,District 1,5848.2,458.1
2026-05-15 11:47:21.590503,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-15 11:47:23.405504,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-15 11:47:25.262282,High Tech Park,Thu Thiem Tunnel,19671.4,1280.7
2026-05-15 11:47:27.146504,VNU HCM,Thu Thiem Tunnel,21024.4,1421
2026-05-15 11:47:28.962608,Thu Duc,Linh Trung,6943.1,520.4
2026-05-15 11:47:30.812231,Binh Thanh,Pham Van Dong,4452.1,306.4
2026-05-15 11:47:32.630491,Ben Thanh Market,District 5,4415.5,354.2
2026-05-15 11:47:34.505560,District 5,Tan Son Nhat Airport,8237.3,670.7
2026-05-15 11:47:36.310882,Eastern Bus Station,District 3,9191.7,605.1
2026-05-15 11:47:38.150430,Suoi Tien,District 1,21262.7,1245.4
2026-05-15 11:47:40.017468,High Tech Park,Hang Xanh,15531.1,976.4
2026-05-15 11:47:41.880061,Ben Thanh Market,Thu Duc,12775.1,850.4
2026-05-15 11:47:43.722379,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-15 11:47:45.539476,Tan Son Nhat Airport,District 1,8186.2,710.6
2026-05-15 11:47:47.352695,Pham Van Dong,Thu Thiem Tunnel,11342.5,841.2
2026-05-15 11:47:49.156320,Suoi Tien,District 5,25792.2,1499.8
2026-05-15 11:47:51.522289,District 1,High Tech Park,18455.9,1223.3
2026-05-15 11:47:53.327527,Suoi Tien,Landmark 81,14690.4,985.9
2026-05-15 11:47:55.202190,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-15 11:47:56.997182,Landmark 81,High Tech Park,14857.1,974.7
2026-05-15 11:47:58.803187,Binh Thanh,Thu Duc,9179.9,577.1
2026-05-15 11:48:00.651552,High Tech Park,District 5,23360.5,1503.2
2026-05-15 11:48:02.504786,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-15 11:48:04.303278,Ben Thanh Market,Pham Van Dong,8047.3,579.7
2026-05-15 11:48:06.136783,Hang Xanh,Landmark 81,2861.3,319.4
2026-05-15 11:48:07.941225,District 1,Binh Thanh,6507.8,455.3
2026-05-15 11:48:09.839936,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-15 11:48:11.653193,Landmark 81,Thu Thiem Tunnel,6918.9,616
2026-05-15 11:48:13.512217,Landmark 81,Thu Thiem Tunnel,6918.9,616
2026-05-15 11:48:15.329742,Ben Thanh Market,Suoi Tien,18376.6,1165.2
2026-05-15 11:48:17.137446,District 3,District 1,3743.9,294.4
2026-05-15 11:48:18.950859,Linh Trung,Eastern Bus Station,12558.8,698.2
2026-05-15 11:48:20.850779,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-15 11:48:22.656325,District 1,Eastern Bus Station,6598.1,456.9
2026-05-15 11:48:24.478583,Suoi Tien,Thu Duc,8275.4,567.5
2026-05-15 11:48:26.308842,Binh Thanh,Hang Xanh,1260.1,104.9
2026-05-15 11:48:28.126032,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-15 11:48:29.969831,Pham Van Dong,District 5,12532.1,864.3
2026-05-15 11:48:31.799715,Saigon Bridge,District 3,6374.8,490.8
2026-05-15 11:48:33.648212,High Tech Park,Saigon Bridge,14451.5,887
2026-05-15 11:48:35.485953,High Tech Park,District 3,20245.9,1319.8
2026-05-15 11:48:37.332545,Binh Thanh,Pham Van Dong,4452.1,306.4
2026-05-15 11:48:39.162538,Suoi Tien,District 1,21262.7,1245.4
2026-05-15 11:48:40.984311,Linh Trung,VNU HCM,8147.5,670.1
2026-05-15 11:48:42.799574,District 3,Thu Duc,12903.9,847
2026-05-15 11:48:44.626111,District 3,Suoi Tien,18505.4,1161.8
2026-05-15 11:48:46.442175,Eastern Bus Station,District 5,12306.3,788.5
2026-05-15 11:48:48.264544,District 5,High Tech Park,22547.7,1479.1
2026-05-15 11:48:50.085531,VNU HCM,Hang Xanh,16884,1116.7
2026-05-15 11:48:51.933207,Ben Thanh Market,District 1,1502.8,173.1
2026-05-15 11:48:53.744344,District 5,Landmark 81,8982.3,719.6
2026-05-15 11:48:55.597190,Thu Duc,Hang Xanh,9517,617.6
2026-05-15 11:48:57.424570,Suoi Tien,District 1,21262.7,1245.4
2026-05-15 11:48:59.282641,District 1,Binh Thanh,6507.8,455.3
2026-05-15 11:49:01.124689,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-15 11:49:02.952532,VNU HCM,High Tech Park,7795.2,617.6
2026-05-15 11:49:04.779904,Linh Trung,Saigon Bridge,16280.3,987.9
2026-05-15 11:49:06.634719,Binh Thanh,Linh Trung,16836.3,956.5
2026-05-15 11:49:08.459370,VNU HCM,Suoi Tien,5565.7,465.8
2026-05-15 11:49:10.341086,Tan Son Nhat Airport,High Tech Park,21455.1,1600.9
2026-05-15 11:49:12.162494,Linh Trung,High Tech Park,7963.2,643
2026-05-15 11:49:13.985866,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-15 11:49:15.795520,District 1,Ben Thanh Market,770.5,85.5
2026-05-15 11:49:17.638569,Eastern Bus Station,Suoi Tien,14427.7,708.6
2026-05-15 11:49:19.492340,Binh Thanh,Saigon Bridge,3112.1,219.8
2026-05-15 11:49:21.337800,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-15 11:49:23.182336,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-15 11:49:25.009792,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-15 11:49:26.894937,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-15 11:49:28.737623,Linh Trung,Eastern Bus Station,12558.8,698.2
2026-05-15 11:49:30.589845,Tan Son Nhat Airport,Binh Thanh,8669.7,771.7
2026-05-15 11:49:32.452670,High Tech Park,Saigon Bridge,14451.5,887
2026-05-15 11:49:34.258624,Thu Thiem Tunnel,Binh Thanh,8187.6,578
2026-05-15 11:49:36.112719,Landmark 81,Tan Son Nhat Airport,10350.4,853.9
2026-05-15 11:49:37.932434,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-15 11:49:39.754553,District 3,Thu Thiem Tunnel,4765.6,375.8
2026-05-15 11:49:41.562355,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-15 11:49:43.375440,Tan Son Nhat Airport,Landmark 81,9925.4,863.5
2026-05-15 11:49:45.198867,Linh Trung,Suoi Tien,5419.5,440.6
2026-05-15 11:49:47.039605,Suoi Tien,District 1,21262.7,1245.4
2026-05-15 11:49:48.882370,Thu Duc,High Tech Park,7567.5,584
2026-05-15 11:49:50.732443,District 1,Linh Trung,19674.3,1182.4
2026-05-15 11:49:52.536735,Tan Son Nhat Airport,Ben Thanh Market,8221,740.5
2026-05-15 11:49:54.362581,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-15 11:49:56.200780,Binh Thanh,Thu Thiem Tunnel,7274.8,560.2
2026-05-15 11:49:58.058308,Hang Xanh,District 1,4749.1,413.4
2026-05-15 11:49:59.862318,Thu Duc,District 3,13903.5,903.3
2026-05-15 11:50:02.138544,Eastern Bus Station,Thu Thiem Tunnel,10200,732.6
2026-05-15 11:50:04.232316,Hang Xanh,District 1,4749.1,413.4
2026-05-15 11:50:06.079298,Thu Duc,Thu Thiem Tunnel,15531.8,1072.9
2026-05-15 11:50:07.925546,Hang Xanh,District 5,9278.6,667.8
2026-05-15 11:50:09.815527,District 5,Linh Trung,23267.2,1430.4
2026-05-15 11:50:11.651180,Thu Duc,Ben Thanh Market,13804.6,936.2
2026-05-15 11:50:13.500463,Pham Van Dong,Landmark 81,7031.6,548.7
2026-05-15 11:50:15.301030,VNU HCM,High Tech Park,7795.2,617.6
2026-05-15 11:50:17.127496,Thu Duc,District 5,16721.3,1096
2026-05-15 11:50:18.939907,Tan Son Nhat Airport,Eastern Bus Station,8954.2,741.7
2026-05-15 11:50:20.779124,Thu Duc,District 1,13108.5,874.4
2026-05-15 11:50:22.613718,Linh Trung,Hang Xanh,15433.2,896.1
2026-05-15 11:50:24.427137,District 1,VNU HCM,19848.6,1339.5
2026-05-15 11:50:26.244834,Thu Duc,Pham Van Dong,4964.4,378.4
2026-05-15 11:50:28.104450,Linh Trung,Landmark 81,17136.9,1058.9
2026-05-15 11:50:29.912407,High Tech Park,District 3,20245.9,1319.8
2026-05-15 11:50:31.781293,Pham Van Dong,Tan Son Nhat Airport,9751,723.3
2026-05-15 11:50:33.627031,District 1,Landmark 81,4579.7,422.4
2026-05-15 11:50:35.490749,Hang Xanh,District 1,4749.1,413.4
2026-05-15 11:50:37.307004,Ben Thanh Market,Linh Trung,20431.4,1229.8
2026-05-15 11:50:39.122716,Linh Trung,District 5,23554.3,1407.3
2026-05-15 11:50:40.929580,High Tech Park,Linh Trung,5597.3,524.4
2026-05-15 11:50:42.754559,Suoi Tien,Ben Thanh Market,19040,1294.2
2026-05-15 11:50:44.662793,VNU HCM,Pham Van Dong,17506.4,1036.7
2026-05-15 11:50:46.488496,Pham Van Dong,Hang Xanh,5327.8,385.9
2026-05-15 11:50:48.374659,VNU HCM,Binh Thanh,18447.1,1060.2
2026-05-15 11:50:50.225032,Thu Duc,District 3,13903.5,903.3
2026-05-15 11:50:52.073712,High Tech Park,Binh Thanh,18448.3,1033.8
2026-05-15 11:50:53.908788,Saigon Bridge,VNU HCM,16454.8,1053.9
2026-05-15 11:50:55.738227,Saigon Bridge,Eastern Bus Station,4159.9,273.5
2026-05-15 11:50:57.562525,Binh Thanh,Landmark 81,2963.8,267.7
2026-05-15 11:50:59.427655,Hang Xanh,District 5,9278.6,667.8
2026-05-15 11:51:01.243512,Suoi Tien,Hang Xanh,17671.2,988.6
2026-05-15 11:51:03.078549,Thu Thiem Tunnel,Tan Son Nhat Airport,10629.8,866.8
2026-05-15 11:51:04.884867,High Tech Park,Ben Thanh Market,19352.2,1269.7
2026-05-15 11:51:06.692371,Linh Trung,VNU HCM,8147.5,670.1
2026-05-15 11:51:08.535108,Hang Xanh,Eastern Bus Station,2642.9,171
2026-05-15 11:51:10.384577,Tan Son Nhat Airport,Thu Duc,14349.5,1063.7
2026-05-15 11:51:12.232956,Hang Xanh,Thu Duc,8062.8,517.1
2026-05-15 11:51:14.062689,District 5,Hang Xanh,7691,578.8
2026-05-15 11:51:15.854517,VNU HCM,High Tech Park,7795.2,617.6
2026-05-15 11:51:17.737750,Eastern Bus Station,Binh Thanh,2943.7,178.3
2026-05-15 11:51:19.572484,Eastern Bus Station,VNU HCM,17155.7,938.1
2026-05-15 11:51:21.356487,Suoi Tien,District 3,22677.6,1316.4
2026-05-15 11:51:23.159101,Thu Thiem Tunnel,Linh Trung,16733.2,1112.5
2026-05-15 11:51:25.007187,Linh Trung,Tan Son Nhat Airport,20834.3,1298.2
2026-05-15 11:51:26.842403,District 1,High Tech Park,18455.9,1223.3
2026-05-15 11:51:28.710578,Binh Thanh,Suoi Tien,15193.8,913.9
2026-05-15 11:51:30.552507,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-15 11:51:32.359227,Eastern Bus Station,Tan Son Nhat Airport,9586.3,679.4
2026-05-15 11:51:34.251376,VNU HCM,Hang Xanh,16884,1116.7
2026-05-15 11:51:36.099769,Thu Thiem Tunnel,Pham Van Dong,8970,655
2026-05-15 11:51:37.917892,Hang Xanh,Ben Thanh Market,5445.2,475.2
2026-05-15 11:51:39.762658,Binh Thanh,Tan Son Nhat Airport,8077.6,620.9
2026-05-15 11:51:41.591742,Binh Thanh,Ben Thanh Market,5547.7,423.5
2026-05-15 11:51:43.414244,Tan Son Nhat Airport,Linh Trung,22030.4,1467.2
2026-05-15 11:51:45.257679,Tan Son Nhat Airport,Binh Thanh,8669.7,771.7
2026-05-15 11:51:47.105526,Suoi Tien,Linh Trung,3578.5,380.2
2026-05-15 11:51:48.963332,Eastern Bus Station,High Tech Park,16971.4,911
2026-05-15 11:51:50.789148,Linh Trung,Eastern Bus Station,12558.8,698.2
2026-05-15 11:51:52.609213,Saigon Bridge,VNU HCM,16454.8,1053.9
2026-05-15 11:51:54.428633,Hang Xanh,Pham Van Dong,3335,246.4
2026-05-15 11:51:56.299356,Landmark 81,Ben Thanh Market,5840.4,519
2026-05-15 11:51:58.187065,High Tech Park,Hang Xanh,15531.1,976.4
2026-05-15 11:52:00.039783,VNU HCM,Landmark 81,16355.5,1101.7
2026-05-15 11:52:01.839043,Pham Van Dong,Landmark 81,7031.6,548.7
2026-05-15 11:52:03.642496,Tan Son Nhat Airport,Hang Xanh,8221.7,700.7
2026-05-15 11:52:05.499872,Ben Thanh Market,Linh Trung,20431.4,1229.8
2026-05-15 11:52:07.314607,Binh Thanh,District 1,4851.6,361.7
2026-05-15 11:52:09.129618,District 3,Binh Thanh,7393.7,499.3
2026-05-15 11:52:10.933709,Eastern Bus Station,High Tech Park,16971.4,911
2026-05-15 11:52:12.925241,Hang Xanh,District 1,4749.1,413.4
2026-05-15 11:52:14.809965,Thu Duc,Linh Trung,6943.1,520.4
2026-05-15 11:52:16.682583,District 1,Tan Son Nhat Airport,7654.6,653.2
2026-05-15 11:52:18.482490,Hang Xanh,Suoi Tien,17070.6,879.6
2026-05-15 11:52:20.303862,Thu Thiem Tunnel,Suoi Tien,16089.3,957.6
2026-05-15 11:52:22.095806,VNU HCM,Binh Thanh,18447.1,1060.2
2026-05-15 11:52:23.980817,Tan Son Nhat Airport,District 5,8273.4,683.5
2026-05-15 11:52:25.783654,District 5,Eastern Bus Station,10191,704.9
2026-05-15 11:52:27.609049,Pham Van Dong,Linh Trung,11279.3,809.9
2026-05-15 11:52:29.432636,Eastern Bus Station,Tan Son Nhat Airport,9586.3,679.4
2026-05-15 11:52:31.295909,Saigon Bridge,Suoi Tien,13726.9,824.4
2026-05-15 11:52:33.086991,Linh Trung,Pham Van Dong,13250.9,773.6
2026-05-15 11:52:35.952760,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-15 11:52:37.762859,Saigon Bridge,Pham Van Dong,4852,348.9
2026-05-15 11:52:39.609849,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-15 11:52:41.454631,District 1,District 5,4868.2,397.4
2026-05-15 11:52:43.324971,Binh Thanh,Hang Xanh,1260.1,104.9
2026-05-15 11:52:45.243868,Suoi Tien,Binh Thanh,16429.6,889.6
2026-05-15 11:52:47.097046,Eastern Bus Station,District 5,12306.3,788.5
2026-05-15 11:52:49.094766,Thu Duc,District 3,13903.5,903.3
2026-05-15 11:52:51.064846,Thu Thiem Tunnel,Suoi Tien,16089.3,957.6
2026-05-15 11:52:53.036972,Saigon Bridge,VNU HCM,16454.8,1053.9
2026-05-15 11:52:55.112364,Pham Van Dong,Ben Thanh Market,9615.4,704.5
2026-05-15 11:52:56.988746,Hang Xanh,Binh Thanh,2552.6,169.4
2026-05-15 11:52:58.891528,High Tech Park,Linh Trung,5597.3,524.4
2026-05-15 11:53:00.745061,Thu Thiem Tunnel,District 1,4200.3,371.8
2026-05-15 11:53:02.587097,Ben Thanh Market,District 3,3107.9,266.3
2026-05-15 11:53:04.420637,Linh Trung,Binh Thanh,14191.6,797.1
2026-05-15 11:53:06.253618,District 1,VNU HCM,19848.6,1339.5
2026-05-15 11:53:08.289148,District 3,District 1,3743.9,294.4
2026-05-15 11:53:10.136736,Saigon Bridge,High Tech Park,15062.2,937.7
2026-05-15 11:53:12.145979,Suoi Tien,High Tech Park,6130.1,501.8
2026-05-15 11:53:15.131773,Tan Son Nhat Airport,Saigon Bridge,10073.7,815.6
2026-05-15 11:53:17.037278,Saigon Bridge,District 5,9489.5,674.2
2026-05-15 11:53:19.814913,Suoi Tien,Tan Son Nhat Airport,23072.2,1390.7
2026-05-15 11:53:21.693921,Saigon Bridge,Thu Thiem Tunnel,7102.5,574.6
2026-05-15 11:53:23.584452,Pham Van Dong,District 5,12532.1,864.3
2026-05-15 11:53:25.494833,Thu Duc,Thu Thiem Tunnel,15531.8,1072.9
2026-05-15 11:53:27.396527,Thu Duc,Ben Thanh Market,13804.6,936.2
2026-05-15 11:53:29.342603,Thu Duc,High Tech Park,7567.5,584
2026-05-15 11:53:31.168170,Tan Son Nhat Airport,Thu Thiem Tunnel,10041.6,867.2
2026-05-15 11:53:33.056854,Suoi Tien,District 3,22677.6,1316.4
2026-05-15 11:53:34.913827,District 5,Saigon Bridge,9130.6,671.7
2026-05-15 11:53:36.778563,Thu Thiem Tunnel,High Tech Park,17424.7,1070.9
2026-05-15 11:53:38.694934,Linh Trung,Hang Xanh,15433.2,896.1
2026-05-15 11:53:40.528577,Ben Thanh Market,Binh Thanh,7264.9,502.7
